1 | General | 254 | Info | 2019-05-07 04:17:40 |  | Iniciando Robot.
1 | General | 254 | Info | 2019-05-07 04:17:40 |  | Carpetas y archivos de proyecto preparados...
1 | General | 254 | Info | 2019-05-07 04:17:40 |  | Borrando historial viejo...
1 | General | 254 | Info | 2019-05-07 04:17:40 |  | Borrando archivos temporales...
1 | General | 254 | Info | 2019-05-07 04:17:40 |  | Inicialización de carpetas y archivos completada...
1 | General | 254 | Info | 2019-05-07 04:18:03 |  | No se puede recuperar, inicializando recovery por defecto
1 | General | 254 | Info | 2019-05-07 04:18:05 |  | Inicialización general completada!
1 | General | 254 | Info | 2019-05-07 04:18:08 |  | Ejecutando Respaldo PVCI
1 | General | 254 | Info | 2019-05-07 04:18:08 |  | Inicializando TransactionNumber
1 | General | 254 | Info | 2019-05-07 04:18:09 |  | Inicializando QueueList..
1 | General | 254 | Info | 2019-05-07 04:18:09 |  | Matando aplicaciones...
1 | General | 254 | Info | 2019-05-07 04:18:13 |  | Chrome no esta abierto...
1 | General | 254 | Info | 2019-05-07 04:18:14 |  | Abriendo aplicaciones...
1 | General | 254 | Info | 2019-05-07 04:18:17 |  | Log in to sharepoint
1 | General | 254 | Info | 2019-05-07 04:19:18 |  | Modificando RecoverNumber...
1 | General | 254 | Info | 2019-05-07 04:19:18 |  | Finalizado correctamente!
------------------------------------------------------
1 | General | 254 | Info | 2019-05-07 04:19:18 |  | Matando aplicaciones...
1 | General | 254 | Info | 2019-05-07 04:19:19 |  | Cerrando SharePoint...
1 | General | 254 | Info | 2019-05-07 04:19:19 |  | Inicializacion Completada!
1 | General | 254 | Info | 2019-05-07 04:19:20 |  | Abriendo aplicaciones...
1 | General | 254 | Info | 2019-05-07 04:19:22 |  | Log in to sharepoint
1 | General | 254 | Info | 2019-05-07 04:19:35 |  | ItemData tomado correctamente!
1 | General | 254 | Info | 2019-05-07 04:19:35 |  | Procesando 0...
1 | 0 | 254 | Info | 2019-05-07 04:19:55 |  | Moviendo archivos descargados
1 | 0 | 254 | Info | 2019-05-07 04:19:58 |  | Filtrando arhivos en la bibloteca
1 | 0 | 254 | Info | 2019-05-07 04:19:58 |  | ABNAMRO I E0623953.TIF
1 | 0 | 254 | Info | 2019-05-07 04:19:58 |  | ABNAMRO II E0623954.TIF
1 | 0 | 254 | Info | 2019-05-07 04:19:58 |  | Actas E0601086.TIF
1 | 0 | 254 | Info | 2019-05-07 04:19:58 |  | CDerecho E0621639.TIF
1 | 0 | 254 | Info | 2019-05-07 04:19:58 |  | CNotariales E0631055.TIF
1 | 0 | 254 | Info | 2019-05-07 04:19:58 |  | DIdentidad E0631454.TIF
1 | 0 | 254 | Info | 2019-05-07 04:19:58 |  | FDatos E0633994.TIF
1 | 0 | 254 | Info | 2019-05-07 04:19:59 |  | GS Apos 240609 E0611908.TIF
1 | 0 | 254 | Info | 2019-05-07 04:19:59 |  | Instrucciones E0601087.TIF
1 | 0 | 254 | Info | 2019-05-07 04:19:59 |  | PEspeciales E0614779.TIF
1 | 0 | 254 | Info | 2019-05-07 04:19:59 |  | PGeneral E0614780.TIF
1 | 0 | 254 | Info | 2019-05-07 04:19:59 |  | PGeneral_1 E0614781.TIF
